id,water,uv,area,fertilizer_usage,yield,pesticides,region,categories,y/area,Profit Ratio
105,6.13,82.559,10.787,1,48.638,1.106,2,"c,b,d,a",4.508945953,0.09
354,4.573,71.038,6.393,1,48.684,4.449,2,"b,c",7.61520413,0.16
818,5.264,84.914,8.351,1,49.153,2.213,2,"c,a,b,d",5.88588193,0.12
981,3.507,74.09,6.572,0,49.189,3.732,2,c,7.484631771,0.15
698,4.152,87.314,10.277,1,49.595,7.019,2,a,4.825824657,0.10
544,4.145,84.218,5.272,4,50.052,1.756,2,"c,b,d",9.493930197,0.19
486,11.267,88.425,5.995,1,50.531,2.863,2,"d,b,c,a",8.428857381,0.17
711,5.451,73.319,9.291,0,50.539,2.012,2,d,5.439565171,0.11
73,9.26,76.631,4.038,5,50.554,5.61,2,"d,b",12.51956414,0.25
735,5.771,81.979,4.395,4,50.643,3.863,2,"d,b,c,a",11.52286689,0.23
88,5.371,50.072,7.665,1,50.892,2.272,2,"d,c",6.639530333,0.13
593,8.701,63.37,5.281,2,51.147,1.189,2,d,9.685097519,0.19
890,5.95,74.222,4.278,4,51.238,4.612,2,"a,c,b",11.9770921,0.23
58,5.927,66.991,8.628,1,51.585,1.845,2,"c,d,b",5.978789986,0.12
221,6.176,90.336,7.853,2,51.639,7.028,2,"b,c",6.575703553,0.13
175,7.355,93.268,11.722,0,51.758,0.235,2,b,4.415458113,0.09
188,10.732,81.02,7.242,1,51.86,7.048,2,"d,b",7.161005247,0.14
229,7.085,86.275,9.208,0,52.057,4.279,2,"b,c,a",5.653453519,0.11
855,2.112,69.586,7.107,3,52.502,5.912,2,c,7.38736457,0.14
651,3.612,65.987,6.892,0,52.624,2.927,2,c,7.635519443,0.15
758,11.267,59.765,4.282,3,52.869,2.65,2,"d,c",12.34680056,0.23
442,1.598,71.792,8.305,1,52.913,6.187,2,c,6.371222155,0.12
353,4.764,64.363,8.835,3,53.273,7.871,2,b,6.029767968,0.11
979,10.073,63.706,5.311,3,53.373,0.454,2,c,10.04951986,0.19
31,6.61,62.158,7.037,3,53.509,1.539,2,"d,c,b,a",7.603950547,0.14
612,2.208,53.329,6.19,3,53.51,5.276,2,"c,b,d",8.644588045,0.16
884,6.04,71.725,10.049,1,53.753,6.93,2,b,5.349089462,0.10
662,6.66,91.051,5.165,2,54.193,4.513,2,"d,b,a,c",10.49235237,0.19
282,7.14,67.037,5.913,3,54.286,1.69,2,c,9.180788094,0.17
727,13.77,69.941,5.173,3,54.453,5.458,2,"b,d,c,a",10.52638701,0.19
243,14.69,82.815,8.037,1,54.609,5.181,2,"b,d",6.794699515,0.12
942,10.954,77.244,6.229,1,54.715,3.222,2,"c,a",8.783913951,0.16
445,6.852,83.665,7.373,1,54.876,7.09,2,"d,b,a",7.442831954,0.14
227,5.111,83.749,8.572,0,54.893,4.916,2,c,6.403756416,0.12
932,4.294,72.557,5.716,3,54.932,2.313,2,"b,c,a,d",9.610216935,0.17
109,9.075,80.496,6.314,2,55.399,1.836,2,"d,b",8.773994298,0.16
703,1.613,72.889,7.186,0,55.694,3.565,2,"a,d,b",7.750347899,0.14
660,6.435,73.481,9.221,1,56.579,3.188,2,c,6.135885479,0.11
440,5.498,87.675,6.54,3,56.935,2.815,2,"b,a,d",8.705657492,0.15
617,4.049,87.983,6.944,3,57.918,5.777,2,b,8.340725806,0.14
623,5.144,65,6.344,3,57.953,4.832,2,"b,c,a",9.135088272,0.16
620,9.08,56.646,6.967,2,58.129,0.861,2,"b,c,a",8.343476389,0.14
51,7.378,62.963,4.935,5,58.183,2.826,2,"a,c",11.78986829,0.20
772,6.939,81.026,8.582,1,58.2,3.043,2,a,6.781635982,0.12
436,4.212,78.549,6.197,4,58.239,6.584,2,"c,b,d,a",9.397934484,0.16
277,9.145,63.522,5.094,4,58.31,2.552,2,"c,a",11.44680016,0.20
811,6.432,71.218,10.513,2,58.407,0.715,2,"a,b,c",5.555692952,0.10
552,0.154,73.853,9.182,2,58.541,6.61,2,c,6.375626225,0.11
580,4.93,79.754,6.951,1,59.147,3.996,2,"a,c,b,d",8.509135376,0.14
373,4.29,76.536,10.523,3,59.405,0.117,2,c,5.645253255,0.10
314,5.757,91.983,8.169,1,59.407,5.049,2,c,7.272248745,0.12
865,8.835,93.292,7.145,1,59.83,5.989,2,"d,c,a",8.373687894,0.14
368,5.582,65.149,8.438,2,60.064,2.546,2,b,7.118274473,0.12
883,6.164,74.182,5.275,5,60.419,1.264,2,"c,a",11.45383886,0.19
913,3.167,76.784,8.091,1,60.83,2.683,2,"d,b,c",7.518230132,0.12
139,4.021,91.596,9.147,1,61.08,4.602,2,"a,b",6.677599213,0.11
182,11.403,67.493,6.017,1,61.517,6.158,2,a,10.22386571,0.17
978,7.958,80.514,5.746,3,61.532,5.476,2,"a,c,b",10.7086669,0.17
184,3.429,70.942,9.029,0,61.571,3.414,2,c,6.819249086,0.11
155,5.332,73.585,8.105,3,61.599,6.58,2,"a,d,c,b",7.600123381,0.12
596,10.236,77.426,5.087,4,61.604,2.783,2,"d,c,b",12.11008453,0.20
778,3.442,71.694,6.563,3,61.703,2.133,2,"c,a,b,d",9.401645589,0.15
968,10.71,67.928,4.782,2,61.784,4.316,2,a,12.92011711,0.21
640,2.826,68.694,11.758,0,62.034,6.318,2,d,5.275897261,0.09
290,10.389,66.499,4.622,4,62.191,2.817,2,d,13.45543055,0.22
714,11.178,93.072,5.33,5,62.237,1.869,2,d,11.67673546,0.19
405,8.156,62.603,6.307,4,62.294,1.765,2,"d,a,c",9.876962106,0.16
905,11.151,64.692,5.763,1,62.495,2.38,2,a,10.84417838,0.17
930,11.99,81.266,10.663,0,62.687,5.206,2,"c,d,a",5.878927131,0.09
792,9.031,78,7.764,2,63.153,2.561,2,"c,d,b",8.134080371,0.13
950,9.887,60.344,6.006,3,63.444,0.507,2,"a,b",10.56343656,0.17
801,6.077,67.117,9.108,1,63.721,3.094,2,c,6.996157224,0.11
283,7.931,82.366,5.005,5,64.001,2.7,2,"c,d,a",12.78741259,0.20
736,9.829,65.252,5.401,2,64.018,5.467,2,a,11.85299019,0.19
635,5.155,89.933,9.35,0,64.134,3.564,2,b,6.859251337,0.11
756,14.217,65.374,7.549,3,64.37,0.769,2,c,8.526957213,0.13
347,5.513,65.351,9.49,0,64.422,2.543,2,"b,c",6.788408851,0.11
357,9.762,65.737,5.125,3,64.428,5.394,2,d,12.57131707,0.20
112,10.11,79.742,5.594,3,64.496,4.515,2,"c,b,d",11.52949589,0.18
574,4.854,78.873,10.021,0,64.688,4.916,2,d,6.455243988,0.10
164,3.398,77.448,9.679,0,64.774,2.576,2,d,6.692220271,0.10
301,2.245,54.644,9.58,0,64.776,3.279,2,c,6.761586639,0.10
891,6.106,69.926,7.488,3,64.873,5.43,2,"b,a",8.663595085,0.13
795,2.503,70.783,7.308,2,64.891,3.849,2,"b,d,a",8.879447181,0.14
853,8.501,63.434,5.634,4,64.958,2.484,2,"c,a,d",11.52964146,0.18
836,8.936,88.831,7.833,1,65.023,6.567,2,a,8.301161752,0.13
278,10.265,66.906,5.984,2,65.116,6.36,2,d,10.88168449,0.17
404,8.487,68.603,6.035,3,65.21,5.457,2,b,10.8053024,0.17
962,4.784,62.471,8.627,1,65.373,3.334,2,"c,d",7.577721108,0.12
751,12.842,65.594,4.9,4,65.867,2.794,2,d,13.4422449,0.20
345,3.015,60.077,9.081,1,65.895,4.401,2,"c,a,d,b",7.256359432,0.11
181,2.756,70.658,12.236,0,66.051,0.059,2,"b,d",5.39808761,0.08
118,4.486,65.958,9.499,2,66.253,1.296,2,c,6.974734183,0.11
237,9.218,66.077,7.889,3,66.4,0.076,2,"b,c,d",8.416782862,0.13
974,3.956,81.259,7.294,3,66.757,4.562,2,d,9.152316973,0.14
203,5.659,77.429,7.397,3,67.587,2.304,2,"d,b,c",9.137082601,0.14
686,9.608,56.045,8.209,2,67.907,1.706,2,"d,c",8.272262151,0.12
211,3.85,45.32,10.874,0,68.01,4.145,2,c,6.254368218,0.09
966,13.76,90.497,10.149,2,68.426,1.976,2,"c,b",6.742142083,0.10
387,7.369,83.28,6.873,3,68.564,6.032,2,"b,c,a",9.975847519,0.15
705,4.09,76.999,10.006,3,68.654,1.216,2,"c,a",6.86128323,0.10
898,6.344,68.1,8.395,2,69.1,3.359,2,"a,b",8.231089934,0.12
957,8.525,89.516,5.836,3,69.155,4.521,2,"c,d,a,b",11.84972584,0.17
429,8.576,47.962,6.367,4,69.505,6.099,2,"d,a",10.91644417,0.16
788,10.896,62.282,5.547,3,70,2.903,2,a,12.61943393,0.18
40,7.598,71.507,6.905,2,70.029,3.585,2,"d,a",10.14178132,0.14
917,8.466,67.136,7.204,4,70.123,0.713,2,a,9.733897835,0.14
425,10.501,61.344,6.258,1,70.473,5.097,2,d,11.26126558,0.16
44,7.155,69.505,5.894,5,71.325,4.983,2,"d,c",12.10128945,0.17
246,10.297,65.361,5.64,2,71.583,4.359,2,"a,d",12.69202128,0.18
176,10.284,79.466,7.005,4,72.088,1.474,2,"c,b,a",10.29093505,0.14
872,7.172,66.99,12.271,0,72.428,5.703,2,b,5.902371445,0.08
29,4.854,81.351,8.945,3,73.003,1.075,2,"c,d,a",8.161319173,0.11
893,3.463,66.538,7.595,3,73.179,3.493,2,"c,a,b",9.635154707,0.13
208,1.827,72.793,10.752,3,73.822,1.096,2,"d,b,c,a",6.865885417,0.09
770,3.622,77.011,10.513,0,74.108,4.727,2,c,7.049177209,0.10
857,4.216,72.42,10.412,0,75.061,3.372,2,"c,b,a",7.20908567,0.10
361,5.073,77.329,8.877,3,76.032,2.817,2,d,8.565055762,0.11
250,6.118,67.836,7.833,3,76.095,3.951,2,"d,c",9.714668709,0.13
924,10.054,78.101,6.583,3,76.347,4.409,2,"c,b,a",11.59759988,0.15
951,6.92,76.768,8.662,3,76.415,2.984,2,"a,c",8.82186562,0.12
286,8.442,87.99,7.168,5,76.485,0.953,2,"a,d",10.6703404,0.14
849,13.202,86.966,5.852,5,76.547,4.86,2,"c,b,a",13.0804853,0.17
997,10.373,78.225,7.378,3,76.608,5.459,2,b,10.38330171,0.14
615,7.776,53.224,7.556,3,77.652,2.353,2,"a,d,b,c",10.27686607,0.13
162,5.272,77.125,9.742,3,77.775,5.601,2,"c,a",7.983473619,0.10
36,12.375,64.614,6.577,3,77.839,3.364,2,"d,a,c,b",11.83503117,0.15
560,8.988,79.287,6.652,4,78.41,2.874,2,a,11.78743235,0.15
199,8.09,61.039,6.806,2,78.449,5.616,2,d,11.52644725,0.15
179,3.043,75.704,10.79,0,78.623,4.722,2,c,7.28665431,0.09
134,10.327,82.679,6.939,3,79.125,3.326,2,"a,b,c",11.4029399,0.14
122,8.608,68.103,7.912,3,79.497,4.161,2,b,10.04764914,0.13
216,7.994,77.469,8.052,3,79.611,6.081,2,d,9.887108793,0.12
641,8.911,60.226,5.914,3,79.952,4.828,2,c,13.5191072,0.17
688,5.798,60.303,8.254,3,80.354,3.71,2,a,9.735158711,0.12
102,2.49,83.507,10.451,1,80.411,3.474,2,"c,b,a",7.694096259,0.10
572,4.35,74.179,9.049,3,80.867,2.04,2,"b,a",8.936567577,0.11
463,9.51,72.989,8.303,4,83.798,1.122,2,"d,b,a",10.09249669,0.12
695,9.22,85.737,7.734,3,84.246,2.762,2,"b,c",10.89294026,0.13
466,7.623,71.149,7.594,4,84.383,5.63,2,d,11.11179879,0.13
355,9.355,66.235,6.164,4,84.764,2.394,2,a,13.75146009,0.16
292,7.377,69.84,7.978,3,85.2,4.361,2,d,10.67936826,0.13
414,7.36,69.98,11.437,3,85.552,1.451,2,"c,b",7.480283291,0.09
638,9.129,80.865,6.818,4,85.848,4.342,2,"b,d",12.59137577,0.15
782,8.599,102.491,10.008,1,85.963,3.757,2,"a,c,b,d",8.589428457,0.10
103,7.975,61.577,8.087,3,86.589,2.658,2,a,10.70718437,0.12
159,11.314,60.627,6.943,4,86.738,3.842,2,"c,d,b,a",12.49287052,0.14
461,2.392,75.588,10.831,1,86.776,4.145,2,b,8.01181793,0.09
117,12.588,68.651,7.534,3,86.926,3.56,2,"d,c",11.53782851,0.13
242,7.513,77.454,11.039,2,87.36,3.145,2,"b,c",7.913760304,0.09
821,6.286,65.808,7.834,4,89.362,3.732,2,"c,b",11.40694409,0.13
817,9.86,77.807,7.054,4,89.388,4.07,2,"d,a,c",12.67195917,0.14
995,5.457,70.622,8.163,3,89.809,4.224,2,c,11.00196006,0.12
107,3.516,83.826,8.897,4,90.445,2.311,2,"b,a,c",10.16578622,0.11
936,6.8,67.538,10.195,2,90.752,4.05,2,b,8.90161844,0.10
38,8.23,94.747,11.455,2,90.759,2.934,2,"b,c",7.923090354,0.09
382,7.427,75.736,10.222,3,92.111,0.764,2,"c,b",9.011054588,0.10
642,5.475,73.842,8.726,3,92.738,3.641,2,"a,b,c",10.62777905,0.11
578,8.968,80.342,7.568,5,95.882,5.373,2,"d,b,c",12.66939746,0.13
912,8.59,58.35,7.987,5,95.885,1.985,2,d,12.00513334,0.13
156,10.188,92.868,8.315,3,96.516,4.906,2,"c,a,b",11.6074564,0.12
934,9.678,73.246,8.679,3,96.533,4.735,2,"a,b,c",11.12259477,0.12
737,11.319,89.9,7.53,2,97.228,4.361,2,c,12.91208499,0.13
589,5.462,64.138,8.232,4,97.993,2.618,2,"d,c,a",11.90391156,0.12
649,7.434,78.456,9.636,3,98.125,3.406,2,"c,b,d",10.18316729,0.10
233,8.19,81.633,7.268,5,99.274,4.084,2,"c,b",13.65905338,0.14
267,8.468,76.128,8.921,4,99.336,5.991,2,"d,b",11.13507454,0.11
82,8.312,57.226,8.571,5,103.413,4.87,2,"a,b",12.06545327,0.12
489,11.369,71.429,8.039,5,106.065,2.944,2,"b,c,a",13.1938052,0.12
438,11.667,63.52,9.622,4,110.11,2.34,2,"a,b,c",11.44356683,0.10
569,6.883,80.6,9.438,5,110.226,5.327,2,"b,a,c,d",11.67895741,0.11
526,6.966,75.102,11.106,4,111.481,7.095,2,"d,a",10.03790744,0.09
904,8.085,78.474,12.02,3,114.195,6.317,2,"b,c,d",9.500415973,0.08
732,7.97,79.215,10.916,3,116.891,2.447,2,"d,b",10.70822646,0.09
173,10.334,69.205,9.588,2,119.293,4.447,2,d,12.44190655,0.10
601,8.991,94.327,12.043,4,123.898,1.094,2,c,10.28796811,0.08
157,13.66,69.114,12.717,4,137.596,1.9,2,"c,a,b",10.81984745,0.08
372,6.3,78.443,11.465,4,139.425,4.047,2,"c,b",12.16092455,0.09
144,11.625,80.43,10.086,5,140.157,3.794,2,"c,b",13.89619274,0.10
114,4.945,65.747,5.355,0,14.227,6.726,3,"b,d",2.656769374,0.19
362,9.295,68.929,2.108,1,23.033,3.586,3,d,10.92647059,0.47
191,3.891,69.953,9.264,0,23.519,1.45,3,"b,c",2.538752159,0.11
238,5.727,89.7,6.324,0,25.767,1.621,3,"c,b,d",4.074478178,0.16
224,6.849,73.201,5.67,1,26.347,7.569,3,"d,b",4.646737213,0.18
327,6.999,66.392,6.378,0,26.812,2.676,3,c,4.203825651,0.16
501,6.443,63.067,5.134,0,29.685,2.809,3,c,5.782041293,0.19
207,8.889,62.933,2.615,1,30.533,5.154,3,a,11.67609943,0.38
262,3.294,63.587,4.376,3,31.622,0.282,3,"a,c,b,d",7.226234004,0.23
761,4.127,67.246,7.008,0,32.215,1.797,3,"c,a,b",4.596889269,0.14
344,9.739,62.867,2.758,4,32.895,5.026,3,"a,c,b",11.9271211,0.36
320,0.312,67.7,5.726,1,33.178,1.738,3,c,5.794271743,0.17
797,7.124,59.296,5.847,0,33.541,2.653,3,c,5.736446041,0.17
491,11.154,65.098,2.415,4,34.045,3.379,3,d,14.09730849,0.41
426,8.821,68.588,3.789,3,35.186,1.438,3,"c,b,d",9.286355239,0.26
5,2.19,51.727,9.152,0,35.488,1.788,3,b,3.877622378,0.11
504,5.777,78.295,5.272,1,35.544,2.453,3,"b,d,a",6.742033384,0.19
25,8.684,57.248,10.176,1,36.008,0.014,3,"b,a,c",3.538522013,0.10
321,5.52,73.79,8.946,0,36.103,0.804,3,d,4.035658395,0.11
812,7.722,76.451,4.144,2,36.151,6.256,3,"d,b",8.723696911,0.24
412,2.276,63.322,8.251,0,38.697,2.607,3,"c,a,b",4.689976972,0.12
517,0.237,82.551,7.609,1,38.776,0.675,3,"c,b",5.096070443,0.13
987,5.196,59.482,10.657,0,38.853,6.622,3,"a,c,b",3.645772732,0.09
198,5.455,69.339,6.488,1,39.492,5.82,3,"b,a,d",6.086929716,0.15
990,4.447,67.429,7.633,0,40.012,3.563,3,"b,a,d",5.241975632,0.13
693,6.285,66.023,6.6,1,40.457,2.366,3,"b,c,a",6.129848485,0.15
366,6.375,66.475,4.51,4,40.845,7.04,3,"b,d,c",9.05654102,0.22
977,8.34,71.619,7.383,1,41.035,6.506,3,d,5.558038738,0.14
870,9.139,67.24,5.06,3,42.041,0.849,3,"c,b,d",8.308498024,0.20
113,6.507,65.813,6.633,2,42.473,0.148,3,"c,b,d,a",6.403286597,0.15
902,7.202,65.704,5.765,2,42.476,2.351,3,"b,c,d",7.367909801,0.17
710,1.928,65.215,7.946,0,43.056,2.125,3,"b,c,a",5.418575384,0.13
999,3.316,75.49,5.501,1,43.152,4.22,3,c,7.844391929,0.18
147,5.66,86.872,5.344,1,43.684,3.65,3,b,8.174401198,0.19
265,10.574,45.99,9.098,1,43.753,9.286,3,"d,a,c,b",4.809078918,0.11
325,1.989,67.951,7.346,2,44.543,1.448,3,b,6.063572012,0.14
652,6.856,58.723,3.828,4,45.005,4.176,3,"d,a,c",11.75679206,0.26
106,12.505,63.518,3.845,1,45.793,4.065,3,a,11.90975293,0.26
928,5.125,63.334,6.938,3,46.125,0.859,3,"c,b,a",6.648169501,0.14
482,6.912,80.251,9.355,0,46.36,2.055,3,c,4.955638696,0.11
459,5.988,72.768,4.478,2,46.661,3.724,3,"b,d,a",10.4200536,0.22
92,6.197,81.842,8.547,0,47.552,5.069,3,d,5.563589564,0.12
186,7.949,91.506,7.389,2,48.315,1.534,3,d,6.538773853,0.14
273,4.444,64.701,4.687,3,51.513,4.196,3,"a,d,b",10.99061233,0.21
369,10.417,80.555,8.033,2,52.698,8.036,3,"c,a",6.560189219,0.12
149,9.984,79.402,5.819,3,52.944,1.282,3,d,9.098470528,0.17
70,9.938,78.164,5.657,1,53.264,4.182,3,"d,b",9.415591303,0.18
721,8.281,77.932,7.441,1,53.726,4.629,3,"d,a,c",7.220266093,0.13
598,9.308,81.528,7.13,2,54.124,0.143,3,"a,b",7.591023843,0.14
515,9.968,91.766,6.449,2,54.353,5.92,3,"d,a,c",8.428128392,0.16
976,5.405,59.843,7.396,2,55.162,2.746,3,a,7.458355868,0.14
602,8.547,78.815,5.894,3,56.01,2.747,3,b,9.502884289,0.17
606,5.006,79.924,6.672,3,56.607,7.532,3,"d,a,c",8.48426259,0.15
777,5.376,74.839,8,3,56.698,1.075,3,b,7.08725,0.13
983,4.758,81.822,7.786,3,57.381,1.803,3,b,7.369766247,0.13
16,3.986,70.084,11.912,0,57.42,1.791,3,"d,b,c,a",4.820349228,0.08
683,5.234,72.133,5.398,5,57.854,0.749,3,"d,b",10.71767321,0.19
973,3.591,69.28,6.418,4,58.406,1.012,3,d,9.100342786,0.16
75,8.583,92.312,6.53,2,58.415,6.141,3,a,8.945635528,0.15
943,8.305,58.159,12.864,1,58.608,0.432,3,"b,c,d,a",4.555970149,0.08
785,8.941,69.738,8.745,2,59.026,1.789,3,"b,a,d,c",6.749685535,0.11
378,3.123,6.9,8.619,0,59.597,5.243,3,"d,b",6.914607263,0.12
422,1.658,93.502,10.632,2,59.871,1.016,3,"d,c,b,a",5.631207675,0.09
304,11.845,67.533,4.814,2,60.183,3.496,3,d,12.50166182,0.21
595,6.891,66.096,7.189,3,61.489,0.562,3,"d,b,c",8.553206287,0.14
717,5.79,94.689,6.545,3,61.66,4.747,3,c,9.420932009,0.15
694,10.027,53.44,7.17,3,61.716,0.879,3,"d,b,c",8.607531381,0.14
834,10.076,79.507,6.223,3,61.788,1.733,3,"d,a",9.928973164,0.16
319,6.944,68.218,8.417,3,63.15,0.7,3,"d,a,b",7.502673161,0.12
699,8.9,84.523,7.622,1,63.585,3.969,3,"b,d",8.342298609,0.13
47,0.842,95.522,11.565,2,64.675,0.644,3,c,5.592304367,0.09
483,4.458,88.309,8.405,1,65.169,4.138,3,"a,c",7.753599048,0.12
12,4.138,81.061,7.035,3,65.216,4.637,3,b,9.270220327,0.14
341,5.215,84.746,9.799,1,65.846,3.309,3,"b,c,a,d",6.719665272,0.10
611,7.038,65.56,10.467,1,66.237,2.812,3,"b,c,a,d",6.328174262,0.10
370,3.102,71.453,8.977,3,66.421,1.336,3,"b,d",7.399019717,0.11
202,7.846,74.047,6.89,3,66.577,1.837,3,a,9.662844702,0.15
542,11.581,78.808,5.562,3,67.215,3.89,3,"c,b",12.08468177,0.18
753,8.404,72.415,9.07,3,67.319,1.14,3,"b,a",7.42216097,0.11
590,5.615,60.732,9.418,2,67.511,5.873,3,b,7.168294755,0.11
922,1.508,80.389,8.91,2,67.547,5.631,3,c,7.581032548,0.11
568,4.652,43.2,6.677,2,67.548,3.301,3,"d,b,c",10.11651939,0.15
806,9.524,90.516,6.962,4,68.347,0.878,3,"a,c,b",9.817150244,0.14
575,5.802,80.554,10.231,3,68.841,7.339,3,"c,d,a,b",6.728667774,0.10
210,5.344,85.826,13.743,1,69.38,1.315,3,c,5.04838827,0.07
275,2.778,71.524,10.4,0,69.606,3.747,3,"c,b,a",6.692884615,0.10
522,6.386,77.277,7.087,3,69.695,4.361,3,"b,d",9.834203471,0.14
789,5.688,76.387,8.818,2,70.489,3.351,3,"b,d,a",7.993762758,0.11
509,8.688,66.108,6.187,2,70.875,2.174,3,a,11.45547115,0.16
728,8.824,84.948,8.932,2,71.477,4.392,3,b,8.002351097,0.11
822,8.578,72.647,6.375,3,72.211,3.839,3,"d,b,c,a",11.32721569,0.16
358,5.709,68.354,9.327,0,73.35,4.406,3,"c,b",7.864265037,0.11
918,10.513,65.778,6.364,1,74.221,3.93,3,d,11.66263356,0.16
760,5.841,67.945,9.566,3,76.196,1.948,3,"c,b",7.965293749,0.10
335,10.097,68.791,6.986,1,76.502,2.563,3,"d,c",10.95075866,0.14
733,12.646,66.089,7.465,4,76.855,1.054,3,"d,c,a",10.29537843,0.13
819,2.398,80.672,9.572,4,77.122,0.244,3,"c,d,b",8.057041371,0.10
954,6.567,94.647,9.84,1,77.322,4.432,3,b,7.857926829,0.10
235,4.781,67.782,7.859,3,77.405,4.892,3,"a,b",9.849217458,0.13
712,8.434,79.573,6.917,5,79.586,1.242,3,"d,b,c",11.50585514,0.14
790,9.95,66.649,7.653,3,79.727,5.66,3,"d,b",10.41774468,0.13
563,3.371,65.976,10.197,3,80.733,1.78,3,d,7.917328626,0.10
17,10.952,88.97,5.957,5,80.753,4.217,3,c,13.55598456,0.17
682,7.807,77.101,9.151,3,81.269,0.413,3,c,8.880887335,0.11
435,7.352,77.408,7.763,5,84.166,0.682,3,d,10.84194255,0.13
969,9.027,78.108,8.749,4,84.233,0.741,3,"a,c,b",9.627728883,0.11
908,10.414,63.536,6.836,2,85.334,3.339,3,d,12.48303101,0.15
599,6.263,94.207,7.121,5,85.985,2.03,3,d,12.07484904,0.14
137,12.859,63.808,10.124,2,86.383,2.257,3,"d,b",8.532497037,0.10
143,8.806,67.353,7.458,3,86.398,3.746,3,"b,c,a",11.58460713,0.13
874,8.144,98.719,7.374,4,87.531,3.284,3,"d,b,c",11.87021969,0.14
178,4.755,66.137,7.264,5,90.85,3.545,3,c,12.50688326,0.14
469,3.051,73.963,10.724,3,92.289,5.321,3,b,8.605837374,0.09
931,8.614,76.94,9.267,3,93.898,5.572,3,"c,b",10.13251322,0.11
813,8.751,74.129,9.946,2,94.089,5.238,3,"b,a",9.459983913,0.10
295,7.881,78.475,9.582,4,94.332,6.959,3,"a,d",9.844708829,0.10
531,4.801,72.937,12.824,3,95.261,1.633,3,"c,b,a",7.428337492,0.08
763,8.61,89.126,10.131,1,96.164,4.484,3,c,9.492054091,0.10
510,6.281,78.856,10.208,3,96.181,3.191,3,a,9.422119906,0.10
653,4.633,66.997,9.47,3,97.062,5.018,3,"b,c",10.24941922,0.11
862,11.591,78.335,8.974,3,97.13,3.04,3,"d,c",10.82349008,0.11
767,11.029,74.78,7.047,4,99.586,3.069,3,a,14.13168724,0.14
132,10.567,67.19,8.525,4,99.703,2.364,3,"c,b,a",11.69536657,0.12
675,8.26,70.157,9.271,4,118.92,4.007,3,"d,b,c,a",12.82709524,0.11
85,15,55.074,10.41,4,119.564,2.638,3,"c,a,b",11.48549472,0.10
730,9.059,76.584,1.03,3,11.181,2.935,4,"a,b",10.85533981,0.97
247,7.739,79.376,3.642,3,22.676,8.736,4,"b,c,a",6.226249314,0.27
655,6.343,64.023,2.729,2,23.027,6.156,4,"b,c,d",8.437889337,0.37
718,7.803,77.634,5.941,1,25.983,7.957,4,"c,b,d,a",4.373506144,0.17
557,4.075,74.025,14.352,0,26.149,8.409,4,c,1.821976031,0.07
804,6.345,75.232,7.677,0,29.737,1.121,4,"c,d,b",3.873518301,0.13
249,10.456,68.223,2.724,2,29.995,2.245,4,a,11.01138032,0.37
621,2.045,84.93,12.988,0,31.049,6.036,4,a,2.390591315,0.08
19,0.911,71.769,8.139,1,33.981,0.452,4,"b,a",4.175082934,0.12
241,4.652,73.47,8.197,0,34.771,5.779,4,b,4.241917775,0.12
271,5.049,81.011,10.162,0,35.808,0.651,4,"c,d",3.523715804,0.10
873,6.197,73.607,11.989,0,37.989,6.682,4,"b,c,d",3.1686546,0.08
421,5.204,72.732,7.659,1,38.149,0.982,4,"c,b,d,a",4.980937459,0.13
726,10.031,79.65,4.407,3,39.464,0.931,4,"d,b,c",8.954844565,0.23
148,4.64,80.025,9.717,0,43.792,7.84,4,"c,b",4.506740764,0.10
142,9.817,77.34,3.546,3,47.086,3.146,4,"d,c",13.2786238,0.28
450,8.516,81.663,12.536,0,47.547,1.963,4,c,3.792836631,0.08
988,8.136,62.605,14.734,0,50.001,0.649,4,"d,b,c",3.393579476,0.07
299,2.565,64.719,9.057,1,50.347,6.524,4,"a,d,b,c",5.558904715,0.11
52,2.562,71.158,8.002,0,51.531,3.577,4,c,6.439765059,0.12
579,3.958,89.84,6.59,1,52.247,3.904,4,c,7.928224583,0.15
457,1.238,77.231,11.888,1,54.315,1.106,4,"c,a",4.568893001,0.08
671,4.491,81.541,9.751,1,54.328,2.038,4,a,5.571531125,0.10
138,7.838,62.908,10.336,0,54.777,2.432,4,"b,c",5.299632353,0.10
95,7.285,73.5,11.715,0,55.321,5.119,4,"c,b",4.722236449,0.09
223,8.309,72.646,9.109,1,56.3,2.339,4,c,6.180700406,0.11
380,10.085,65.964,6.976,3,57.012,0.552,4,"d,c",8.172591743,0.14
809,6.585,83.134,4.805,3,57.542,4.434,4,"d,a",11.97544225,0.21
401,4.514,72.468,13.076,0,58.09,4.061,4,"a,c,b",4.442490058,0.08
71,3.67,80.157,9.668,2,58.616,1.315,4,c,6.062887878,0.10
975,5.776,89.597,11.709,1,58.709,0.173,4,"d,b,a,c",5.01400632,0.09
741,9.405,63.739,5.573,3,58.821,0.57,4,"d,c",10.55463844,0.18
276,3.621,61.548,7.938,4,65.901,0.172,4,"c,b",8.301965231,0.13
774,4.637,59.26,8.554,3,68.018,1.877,4,b,7.95160159,0.12
581,4.923,90.242,7.524,4,68.295,0.164,4,"a,c,b,d",9.076953748,0.13
458,4.235,83.066,9.535,2,68.872,2.61,4,"c,b,d",7.223072889,0.10
467,6.501,71.291,7.327,3,68.952,4.45,4,"c,b,d,a",9.410672854,0.14
